"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Subclasses","Text","At Higher Levels"
"Move Earth","PHB'24","302","6th","Action","Concentration, up to 2 hours","Transmutation","120 feet","V, S, M (a miniature shovel)","Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","Choose an area of terrain no larger than 40 feet on a side within range. You can reshape dirt, sand, or clay in the area in any manner you choose for the duration. You can raise or lower the area's elevation, create or fill in a trench, erect or flatten a wall, or form a pillar. The extent of any such changes can't exceed half the area's largest dimension. For example, if you affect a 40-foot square, you can create a pillar up to 20 feet high, raise or lower the square's elevation by up to 20 feet, dig a trench up to 20 feet deep, and so on. It takes 10 minutes for these changes to complete. Because the terrain's transformation occurs slowly, creatures in the area can't usually be trapped or injured by the ground's movement.

At the end of every 10 minutes you spend Concentrating on the spell, you can choose a new area of terrain to affect within range.

This spell can't manipulate natural stone or stone construction. Rocks and structures shift to accommodate the new terrain. If the way you shape the terrain would make a structure unstable, it might collapse.

Similarly, this spell doesn't directly affect plant growth. The moved earth carries any plants along with it.",""
"Nathair's Mischief","FTD","20","2nd","Action","Concentration, up to 1 minute","Illusion","60 feet","S, M (a piece of crust from an apple pie)","","Bard (PHB'14), Bard (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard","You fill a 20-foot cube you can see within range with fey and draconic magic. Roll on the Mischievous Surge table to determine the magical effect produced, and roll again at the start of each of your turns until the spell ends. You can move the cube up to 10 feet before you roll.

Mischievous Surged4Effect1The smell of apple pie fills the air, and each creature in the cube must succeed on a Wisdom saving throw or become charmed by you until the start of your next turn.2Bouquets of flowers appear all around, and each creature in the cube must succeed on a Dexterity saving throw or be blinded until the start of your next turn as the flowers spray water in their faces.3Each creature in the cube must succeed on a Wisdom saving throw or begin giggling until the start of your next turn. A giggling creature is incapacitated and uses all its movement to move in a random direction.4Drops of molasses hover in the cube, making it difficult terrain until the start of your next turn.",""
"Negative Energy Flood","XGE","163","5th","Action","Instantaneous","Necromancy","60 feet","V, M (a broken bone and a square of black silk)","","Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","","You send ribbons of negative energy at one creature you can see within range. Unless the target is undead, it must make a Constitution saving throw, taking 5d12 necrotic damage on a failed save, or half as much damage on a successful one. A target killed by this damage rises up as a zombie at the start of your next turn. The zombie pursues whatever creature it can see that is closest to it. Statistics for the zombie are in the Monster Manual.

If you target an undead with this spell, the target doesn't make a saving throw. Instead, roll 5d12. The target gains half the total as temporary hit points.",""
"Nondetection","PHB'14","263","3rd","Action","8 hours","Abjuration","Touch","V, S, M (a pinch of diamond dust worth 25 gp sprinkled over the target, which the spell consumes)","Bard (PHB'14), Ranger (PHB'14), Wizard (PHB'14)","","Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Knowledge (PHB'14) Cleric, Watchers (TCE) Paladin, Watchers (TCE) Paladin","For the duration, you hide a target that you touch from divination magic. The target can be a willing creature or a place or an object no larger than 10 feet in any dimension. The target can't be targeted by any divination magic or perceived through magical scrying sensors.",""
"Nondetection","PHB'24","302","3rd","Action","8 hours","Abjuration","Touch","V, S, M (a pinch of diamond dust worth 25+ GP, which the spell consumes)","Bard (PHB'24), Ranger (PHB'24), Wizard (PHB'24)","","Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Knowledge (FRHoF) Cleric, Knowledge (PHB'14) Cleric, Watchers (TCE) Paladin, Watchers (TCE) Paladin, Trickery (PHB'24) Cleric","For the duration, you hide a target that you touch from Divination spells. The target can be a willing creature, or it can be a place or an object no larger than 10 feet in any dimension. The target can't be targeted by any Divination spell or perceived through magical scrying sensors.",""
"Nystul's Magic Aura","PHB'14","263","2nd","Action","24 hours","Illusion","Touch","V, S, M (a small square of silk)","Wizard (PHB'14)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard","You place an illusion on a creature or an object you touch so that divination spells reveal false information about it. The target can be a willing creature or an object that isn't being carried or worn by another creature.

When you cast the spell, choose one or both of the following effects. The effect lasts for the duration. If you cast this spell on the same creature or object every day for 30 days, placing the same effect on it each time, the illusion lasts until it is dispelled.

False Aura. You change the way the target appears to spells and magical effects, such as detect magic, that detect magical auras. You can make a nonmagical object appear magical, a magical object appear nonmagical, or change the object's magical aura so that it appears to belong to a specific school of magic that you choose. When you use this effect on an object, you can make the false magic apparent to any creature that handles the item.

Mask. You change the way the target appears to spells and magical effects that detect creature types, such as a paladin's Divine Sense or the trigger of a symbol spell. You choose a creature type and other spells and magical effects treat the target as if it were a creature of that type or of that alignment.",""
"Nystul's Magic Aura","PHB'24","302","2nd","Action","24 hours","Illusion","Touch","V, S, M (a small square of silk)","Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard","With a touch, you place an illusion on a willing creature or an object that isn't being worn or carried. A creature gains the Mask effect below, and an object gains the False Aura effect below. The effect lasts for the duration. If you cast the spell on the same target every day for 30 days, the illusion lasts until dispelled.

Mask (Creature). Choose a creature type other than the target's actual type. Spells and other magical effects treat the target as if it were a creature of the chosen type.

False Aura (Object). You change the way the target appears to spells and magical effects that detect magical auras, such as Detect Magic. You can make a nonmagical object appear magical, make a magic item appear nonmagical, or change the object's aura so that it appears to belong to a school of magic you choose.",""
"Otiluke's Freezing Sphere","PHB'14","263","6th","Action","Instantaneous","Evocation","300 feet","V, S, M (a small crystal sphere)","Wizard (PHB'14)","Sorcerer (PHB'14)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Evoker (PHB'24) Wizard","A frigid globe of cold energy streaks from your fingertips to a point of your choice within range, where it explodes in a 60-foot-radius sphere. Each creature within the area must make a Constitution saving throw. On a failed save, a creature takes 10d6 cold damage. On a successful save, it takes half as much damage.

If the globe strikes a body of water or a liquid that is principally water (not including water-based creatures), it freezes the liquid to a depth of 6 inches over an area 30 feet square. This ice lasts for 1 minute. Creatures that were swimming on the surface of frozen water are trapped in the ice. A trapped creature can use an action to make a Strength check against your spell save DC to break free.

You can refrain from firing the globe after completing the spell, if you wish. A small globe about the size of a sling stone, cool to the touch, appears in your hand. At any time, you or a creature you give the globe to can throw the globe (to a range of 40 feet) or hurl it with a sling (to the sling's normal range). It shatters on impact, with the same effect as the normal casting of the spell. You can also set the globe down without shattering it. After 1 minute, if the globe hasn't already shattered, it explodes.","At Higher Levels. When you cast this spell using a spell slot of 7th level or higher, the damage increases by 1d6 for each slot level above 6th."
"Otiluke's Freezing Sphere","PHB'24","302","6th","Action","Instantaneous","Evocation","300 feet","V, S, M (a miniature crystal sphere)","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Evoker (PHB'24) Wizard","A frigid globe streaks from you to a point of your choice within range, where it explodes in a 60-foot-radius Sphere. Each creature in that area makes a Constitution saving throw, taking 10d6 Cold damage on failed save or half as much damage on a successful one.

If the globe strikes a body of water, it freezes the water to a depth of 6 inches over an area 30 feet square. This ice lasts for 1 minute. Creatures that were swimming on the surface of frozen water are trapped in the ice and have the Restrained condition. A trapped creature can take an action to make a Strength (Athletics) check against your spell save DC to break free.

You can refrain from firing the globe after completing the spell's casting. If you do so, a globe about the size of a sling bullet, cool to the touch, appears in your hand. At any time, you or a creature you give the globe to can throw the globe (to a range of 40 feet) or hurl it with a sling (to the sling's normal range). It shatters on impact, with the same effect as a normal casting of the spell. You can also set the globe down without shattering it. After 1 minute, if the globe hasn't already shattered, it explodes.","Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 6."
"Otiluke's Resilient Sphere","PHB'14","264","4th","Action","Concentration, up to 1 minute","Evocation","30 feet","V, S, M (a hemispherical piece of clear crystal and a matching hemispherical piece of gum arabic)","Artificer (TCE), Wizard (PHB'14)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Evoker (PHB'24) Wizard, Redemption (XGE) Paladin, Redemption (XGE) Paladin, Peace (TCE) Cleric, Peace (TCE) Cleric","A sphere of shimmering force encloses a creature or object of Large size or smaller within range. An unwilling creature must make a Dexterity saving throw. On a failed save, the creature is enclosed for the duration.

Nothing—not physical objects, energy, or other spell effects—can pass through the barrier, in or out, though a creature in the sphere can breathe there. The sphere is immune to all damage, and a creature or object inside can't be damaged by attacks or effects originating from outside, nor can a creature inside the sphere damage anything outside it.

The sphere is weightless and just large enough to contain the creature or object inside. An enclosed creature can use its action to push against the sphere's walls and thus roll the sphere at up to half the creature's speed. Similarly, the globe can be picked up and moved by other creatures.

A disintegrate spell targeting the globe destroys it without harming anything inside it.",""
"Otiluke's Resilient Sphere","PHB'24","303","4th","Action","Concentration, up to 1 minute","Abjuration","30 feet","V, S, M (a glass sphere)","Artificer (EFA), Wizard (PHB'24)","","Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Redemption (XGE) Paladin, Redemption (XGE) Paladin, Peace (TCE) Cleric, Peace (TCE) Cleric","A shimmering sphere encloses a Large or smaller creature or object within range. An unwilling creature must succeed on a Dexterity saving throw or be enclosed for the duration.

Nothing—not physical objects, energy, or other spell effects—can pass through the barrier, in or out, though a creature in the sphere can breathe there. The sphere is immune to all damage, and a creature or object inside can't be damaged by attacks or effects originating from outside, nor can a creature inside the sphere damage anything outside it.

The sphere is weightless and just large enough to contain the creature or object inside. An enclosed creature can take an action to push against the sphere's walls and thus roll the sphere at up to half the creature's Speed. Similarly, the globe can be picked up and moved by other creatures.

A Disintegrate spell targeting the globe destroys it without harming anything inside.",""
"Otto's Irresistible Dance","PHB'14","264","6th","Action","Concentration, up to 1 minute","Enchantment","30 feet","V","Bard (PHB'14), Wizard (PHB'14)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","Choose one creature that you can see within range. The target begins a comic dance in place: shuffling, tapping its feet, and capering for the duration. Creatures that can't be charmed are immune to this spell.

A dancing creature must use all its movement to dance without leaving its space and has disadvantage on Dexterity saving throws and attack rolls. While the target is affected by this spell, other creatures have advantage on attack rolls against it. As an action, a dancing creature makes a Wisdom saving throw to regain control of itself. On a successful save, the spell ends.",""
"Otto's Irresistible Dance","PHB'24","303","6th","Action","Concentration, up to 1 minute","Enchantment","30 feet","V","Bard (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","One creature that you can see within range must make a Wisdom saving throw. On a successful save, the target dances comically until the end of its next turn, during which it must spend all its movement to dance in place.

On a failed save, the target has the Charmed condition for the duration. While Charmed, the target dances comically, must use all its movement to dance in place, and has Disadvantage on Dexterity saving throws and attack rolls, and other creatures have Advantage on attack rolls against it. On each of its turns, the target can take an action to collect itself and repeat the save, ending the spell on itself on a success.",""
"Pass without Trace","PHB'14","264","2nd","Action","Concentration, up to 1 hour","Abjuration","Self","V, S, M (ashes from a burned leaf of mistletoe and a sprig of spruce)","Druid (PHB'14), Ranger (PHB'14)","","Land (Grassland) (PHB'14) Druid, Lore (PHB'24) Bard, Trickery (PHB'14) Cleric, Shadow (PHB'14) Monk","A veil of shadows and silence radiates from you, masking you and your companions from detection. For the duration, each creature you choose within 30 feet of you (including you) has a +10 bonus to Dexterity (Stealth) checks and can't be tracked except by magical means. A creature that receives this bonus leaves behind no tracks or other traces of its passage.",""
"Pass without Trace","PHB'24","303","2nd","Action","Concentration, up to 1 hour","Abjuration","Self","V, S, M (ashes from burned mistletoe)","Druid (PHB'24), Ranger (PHB'24)","","Land (Grassland) (PHB'14) Druid, Lore (PHB'24) Bard, Trickery (PHB'24) Cleric, Trickery (PHB'14) Cleric, Shadow (PHB'14) Monk","You radiate a concealing aura in a 30-foot Emanation for the duration. While in the aura, you and each creature you choose have a +10 bonus to Dexterity (Stealth) checks and leave no tracks.",""
"Passwall","PHB'14","264","5th","Action","1 hour","Transmutation","30 feet","V, S, M (a pinch of sesame seeds)","Wizard (PHB'14)","","Armorer (TCE) Artificer, Land (Mountain) (PHB'14) Druid","A passage appears at a point of your choice that you can see on a wooden, plaster, or stone surface (such as a wall, a ceiling, or a floor) within range, and lasts for the duration. You choose the opening's dimensions: up to 5 feet wide, 8 feet tall, and 20 feet deep. The passage creates no instability in a structure surrounding it.

When the opening disappears, any creatures or objects still in the passage created by the spell are safely ejected to an unoccupied space nearest to the surface on which you cast the spell.",""
"Passwall","PHB'24","304","5th","Action","1 hour","Transmutation","30 feet","V, S, M (a pinch of sesame seeds)","Wizard (PHB'24)","","Armorer (TCE) Artificer, Armorer (EFA) Artificer, Land (Mountain) (PHB'14) Druid","A passage appears at a point that you can see on a wooden, plaster, or stone surface (such as a wall, ceiling, or floor) within range and lasts for the duration. You choose the opening's dimensions: up to 5 feet wide, 8 feet tall, and 20 feet deep. The passage creates no instability in a structure surrounding it.

When the opening disappears, any creatures or objects still in the passage created by the spell are safely ejected to an unoccupied space nearest to the surface on which you cast the spell.",""
"Phantasmal Force","PHB'14","264","2nd","Action","Concentration, up to 1 minute","Illusion","60 feet","V, S, M (a bit of fleece)","Bard (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard, Archfey (PHB'14) Warlock, Genie (TCE) Warlock, Genie (TCE) Warlock, Great Old One (PHB'14) Warlock, Undead (VRGR) Warlock, Undead (VRGR) Warlock","You craft an illusion that takes root in the mind of a creature that you can see within range. The target must make an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other visible phenomenon of your choice that is no larger than a 10-foot cube and that is perceivable only to the target for the duration. This spell has no effect on undead or constructs.

The phantasm includes sound, temperature, and other stimuli, also evident only to the creature.

The target can use its action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends.

While a target is affected by the spell, the target treats the phantasm as if it were real. The target rationalizes any illogical outcomes from interacting with the phantasm. For example, a target attempting to walk across a phantasmal bridge that spans a chasm falls once it steps onto the bridge. If the target survives the fall, it still believes that the bridge exists and comes up with some other explanation for its fall—it was pushed, it slipped, or a strong wind might have knocked it off.

An affected target is so convinced of the phantasm's reality that it can even take damage from the illusion. A phantasm created to appear as a creature can attack the target. Similarly, a phantasm created to appear as fire, a pool of acid, or lava can burn the target. Each round on your turn, the phantasm can deal 1d6 psychic damage to the target if it is in the phantasm's area or within 5 feet of the phantasm, provided that the illusion is of a creature or hazard that could logically deal damage, such as by attacking. The target perceives the damage as a type appropriate to the illusion.",""
"Phantasmal Force","PHB'24","304","2nd","Action","Concentration, up to 1 minute","Illusion","60 feet","V, S, M (a bit of fleece)","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Archfey (PHB'24) Warlock, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Great Old One (PHB'24) Warlock, Illusionist (PHB'24) Wizard, Noble Genies (FRHoF) Paladin, Archfey (PHB'14) Warlock, Genie (TCE) Warlock, Genie (TCE) Warlock, Great Old One (PHB'14) Warlock, Undead (VRGR) Warlock, Undead (VRGR) Warlock","You attempt to craft an illusion in the mind of a creature you can see within range. The target makes an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other phenomenon that is no larger than a 10-foot Cube and that is perceivable only to the target for the duration. The phantasm includes sound, temperature, and other stimuli.

The target can take a Study action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends.

While affected by the spell, the target treats the phantasm as if it were real and rationalizes any illogical outcomes from interacting with it. For example, if the target steps through a phantasmal bridge and survives the fall, it believes the bridge exists and something else caused it to fall.

An affected target can even take damage from the illusion if the phantasm represents a dangerous creature or hazard. On each of your turns, such a phantasm can deal 2d8 Psychic damage to the target if it is in the phantasm's area or within 5 feet of the phantasm. The target perceives the damage as a type appropriate to the illusion.",""
"Phantasmal Killer","PHB'14","265","4th","Action","Concentration, up to 1 minute","Illusion","120 feet","V, S","Wizard (PHB'14)","Bard (PHB'14)","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Illusionist (PHB'24) Wizard, Genie (TCE) Warlock, Genie (TCE) Warlock, Hexblade (XGE) Warlock, Hexblade (XGE) Warlock","You tap into the nightmares of a creature you can see within range and create an illusory manifestation of its deepest fears, visible only to that creature. The target must make a Wisdom saving throw. On a failed save, the target becomes frightened for the duration. At the end of each of the target's turns before the spell ends, the target must succeed on a Wisdom saving throw or take 4d10 psychic damage. On a successful save, the spell ends.","At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d10 for each slot level above 4th."
"Phantasmal Killer","PHB'24","304","4th","Action","Concentration, up to 1 minute","Illusion","120 feet","V, S","Bard (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Illusionist (PHB'24) Wizard, Genie (TCE) Warlock, Genie (TCE) Warlock, Hexblade (XGE) Warlock, Hexblade (XGE) Warlock","You tap into the nightmares of a creature you can see within range and create an illusion of its deepest fears, visible only to that creature. The target makes a Wisdom saving throw. On a failed save, the target takes 4d10 Psychic damage and has Disadvantage on ability checks and attack rolls for the duration. On a successful save, the target takes half as much damage, and the spell ends.

For the duration, the target makes a Wisdom saving throw at the end of each of its turns. On a failed save, it takes the Psychic damage again. On a successful save, the spell ends.","Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 4."
"Phantom Steed","PHB'14","265","3rd","1 Min.","1 hour","Illusion (ritual)","30 feet","V, S","Wizard (PHB'14)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard, Lunar (DSotDQ) Sorcerer, Lunar (DSotDQ) Sorcerer, Undead (VRGR) Warlock, Undead (VRGR) Warlock","A Large quasi-real, horselike creature appears on the ground in an unoccupied space of your choice within range. You decide the creature's appearance, but it is equipped with a saddle, bit, and bridle. Any of the equipment created by the spell vanishes in a puff of smoke if it is carried more than 10 feet away from the steed.

For the duration, you or a creature you choose can ride the steed. The creature uses the statistics for a riding horse, except it has a speed of 100 feet and can travel 10 miles in an hour, or 13 miles at a fast pace. When the spell ends, the steed gradually fades, giving the rider 1 minute to dismount. The spell ends if you use an action to dismiss it or if the steed takes any damage.",""
"Phantom Steed","PHB'24","304","3rd","1 Min.","1 hour","Illusion (ritual)","30 feet","V, S","Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard, Lunar (DSotDQ) Sorcerer, Lunar (DSotDQ) Sorcerer, Undead (VRGR) Warlock, Undead (VRGR) Warlock","A Large, quasi-real, horselike creature appears on the ground in an unoccupied space of your choice within range. You decide the creature's appearance, and it is equipped with a saddle, bit, and bridle. Any of the equipment created by the spell vanishes in a puff of smoke if it is carried more than 10 feet away from the steed.

For the duration, you or a creature you choose can ride the steed. The steed uses the Riding Horse stat block, except it has a Speed of 100 feet and can travel 13 miles in an hour. When the spell ends, the steed gradually fades, giving the rider 1 minute to dismount. The spell ends early if the steed takes any damage.",""
"Planar Ally","PHB'14","265","6th","10 Min.","Instantaneous","Conjuration","60 feet","V, S","Cleric (PHB'14)","","Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You beseech an otherworldly entity for aid. The being must be known to you: a god, a primordial, a demon prince, or some other being of cosmic power. That entity sends a celestial, an elemental, or a fiend loyal to it to aid you, making the creature appear in an unoccupied space within range. If you know a specific creature's name, you can speak that name when you cast this spell to request that creature, though you might get a different creature anyway (DM's choice).

When the creature appears, it is under no compulsion to behave in any particular way. You can ask the creature to perform a service in exchange for payment, but it isn't obliged to do so. The requested task could range from simple (fly us across the chasm, or help us fight a battle) to complex (spy on our enemies, or protect us during our foray into the dungeon). You must be able to communicate with the creature to bargain for its services.

Payment can take a variety of forms. A celestial might require a sizable donation of gold or magic items to an allied temple, while a fiend might demand a living sacrifice or a gift of treasure. Some creatures might exchange their service for a quest undertaken by you.

As a rule of thumb, a task that can be measured in minutes requires a payment worth 100 gp per minute. A task measured in hours requires 1,000 gp per hour. And a task measured in days (up to 10 days) requires 10,000 gp per day. The DM can adjust these payments based on the circumstances under which you cast the spell. If the task is aligned with the creature's ethos, the payment might be halved or even waived. Nonhazardous tasks typically require only half the suggested payment, while especially dangerous tasks might require a greater gift. Creatures rarely accept tasks that seem suicidal.

After the creature completes the task, or when the agreed-upon duration of service expires, the creature returns to its home plane after reporting back to you, if appropriate to the task and if possible. If you are unable to agree on a price for the creature's service, the creature immediately returns to its home plane.

A creature enlisted to join your group counts as a member of it, receiving a full share of experience points awarded.",""
"Planar Ally","PHB'24","304","6th","10 Min.","Instantaneous","Conjuration","60 feet","V, S","Cleric (PHB'24)","","Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You beseech an otherworldly entity for aid. The being must be known to you: a god, a demon prince, or some other being of cosmic power. That entity sends a Celestial, an Elemental, or a Fiend loyal to it to aid you, making the creature appear in an unoccupied space within range. If you know a specific creature's name, you can speak that name when you cast this spell to request that creature, though you might get a different creature anyway (DM's choice).

When the creature appears, it is under no compulsion to behave a particular way. You can ask it to perform a service in exchange for payment, but it isn't obliged to do so. The requested task could range from simple (fly us across the chasm, or help us fight a battle) to complex (spy on our enemies, or protect us during our foray into the dungeon). You must be able to communicate with the creature to bargain for its services.

Payment can take a variety of forms. A Celestial might require a sizable donation of gold or magic items to an allied temple, while a Fiend might demand a living sacrifice or a gift of treasure. Some creatures might exchange their service for a quest undertaken by you.

A task that can be measured in minutes requires a payment worth 100 GP per minute. A task measured in hours requires 1,000 GP per hour. And a task measured in days (up to 10 days) requires 10,000 GP per day. The DM can adjust these payments based on the circumstances under which you cast the spell. If the task is aligned with the creature's ethos, the payment might be halved or even waived. Nonhazardous tasks typically require only half the suggested payment, while especially dangerous tasks might require a greater gift. Creatures rarely accept tasks that seem suicidal.

After the creature completes the task, or when the agreed-upon duration of service expires, the creature returns to its home plane after reporting back to you if possible. If you are unable to agree on a price for the creature's service, the creature immediately returns to its home plane.",""
"Planar Binding","PHB'14","265","5th","1 Hr.","24 hours","Abjuration","60 feet","V, S, M (a jewel worth at least 1,000 gp, which the spell consumes)","Bard (PHB'14), Cleric (PHB'14), Druid (PHB'14), Wizard (PHB'14)","Warlock (PHB'14)","Abjurer (PHB'24) Wizard, Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","With this spell, you attempt to bind a celestial, an elemental, a fey, or a fiend to your service. The creature must be within range for the entire casting of the spell. (Typically, the creature is first summoned into the center of an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion of the casting, the target must make a Charisma saving throw. On a failed save, it is bound to serve you for the duration. If the creature was summoned or created by another spell, that spell's duration is extended to match the duration of this spell.

A bound creature must follow your instructions to the best of its ability. You might command the creature to accompany you on an adventure, to guard a location, or to deliver a message. The creature obeys the letter of your instructions, but if the creature is hostile to you, it strives to twist your words to achieve its own objectives. If the creature carries out your instructions completely before the spell ends, it travels to you to report this fact if you are on the same plane of existence. If you are on a different plane of existence, it returns to the place where you bound it and remains there until the spell ends.","At Higher Levels. When you cast this spell using a spell slot of a higher level, the duration increases to 10 days with a 6th-level slot, to 30 days with a 7th-level slot, to 180 days with an 8th-level slot, and to a year and a day with a 9th-level spell slot."
"Planar Binding","PHB'24","305","5th","1 Hr.","24 hours","Abjuration","60 feet","V, S, M (a jewel worth 1,000+ GP, which the spell consumes)","Bard (PHB'24), Cleric (PHB'24), Druid (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Abjurer (PHB'24) Wizard, Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You attempt to bind a Celestial, an Elemental, a Fey, or a Fiend to your service. The creature must be within range for the entire casting of the spell. (Typically, the creature is first summoned into the center of the inverted version of the Magic Circle spell to trap it while this spell is cast.) At the completion of the casting, the target must succeed on a Charisma saving throw or be bound to serve you for the duration. If the creature was summoned or created by another spell, that spell's duration is extended to match the duration of this spell.

A bound creature must follow your commands to the best of its ability. You might command the creature to accompany you on an adventure, to guard a location, or to deliver a message. If the creature is Hostile, it strives to twist your commands to achieve its own objectives. If the creature carries out your commands completely before the spell ends, it travels to you to report this fact if you are on the same plane of existence. If you are on a different plane, it returns to the place where you bound it and remains there until the spell ends.","Using a Higher-Level Spell Slot. The duration increases with a spell slot of level 6 (10 days), 7 (30 days), 8 (180 days), and 9 (366 days)."
"Plane Shift","PHB'14","266","7th","Action","Instantaneous","Conjuration","Touch","V, S, M (a forked, metal rod worth at least 250 gp, attuned to a particular plane of existence)","Cleric (PHB'14), Druid (PHB'14), Sorcerer (PHB'14), Warlock (PHB'14), Wizard (PHB'14)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general terms, such as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hells, and you appear in or near that destination. If you are trying to reach the City of Brass, for example, you might arrive in its Street of Steel, before its Gate of Ashes, or looking at the city from across the Sea of Fire, at the DM's discretion.

Alternatively, if you know the sigil sequence of a teleportation circle on another plane of existence, this spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transported, they appear in the closest unoccupied spaces next to the circle.

You can use this spell to banish an unwilling creature to another plane. Choose a creature within your reach and make a melee spell attack against it. On a hit, the creature must make a Charisma saving throw. If the creature fails this save, it is transported to a random location on the plane of existence you specify. A creature so transported must find its own way back to your current plane of existence.",""
