"Name,""Source"",""Page"",""Level"",""Casting Time"",""Duration"",""School"",""Range"",""Components"",""Classes"",""Optional/Variant Classes"",""Subclasses"",""Text"",""At Higher Levels""";;;;;;;;;;;;
;;;;;;;;;;;;
Efecto de hechizo adicional. Puedes colocar uno de los siguientes efectos mágicos de tu elección dentro del área protegida:;;;;;;;;;;;;
;;;;;;;;;;;;
"Una ráfaga de viento constante en dos lugares de tu elección. Crecimiento de púas en un lugar de tu elección. Muro de viento en dos lugares de tu elección. Para una criatura inmune a este efecto, los vientos son una brisa suave y fragante, y el área de crecimiento de púas es inofensiva."",""""";;;;;;;;;;;;
"druida,""PHB'14"",""236"",""Truco"",""Acción"",""Instantáneo"",""Transmutación"",""30 pies"",""V, S"",""Druida (PHB'14)"","""",""Arquero Arcano (XGE) Luchador, Arquero Arcano (XGE) Luchador, Tierra (PHB'14) Druida, Conocimiento (PHB'24) Bardo, Luna (FRHoF) Bardo, Naturaleza (PHB'14) Clérigo, Naturaleza (PHB'14) Clérigo, Gigante (BGG) Bárbaro, Gigante (BGG) Bárbaro, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Al susurrar a los espíritus de la naturaleza, creas uno de los siguientes efectos dentro del alcance:";;;;;;;;;;;;
;;;;;;;;;;;;
"Creas un efecto sensorial pequeño e inofensivo que predice el tiempo que hará en tu ubicación durante las próximas 24 horas. El efecto podría manifestarse como una esfera dorada para cielos despejados, una nube para lluvia, copos de nieve que caen para nieve, etc. Este efecto persiste durante 1 asalto. Instantáneamente haces florecer una flor, se abre una vaina de semilla o florece un capullo de hoja. Creas un efecto sensorial instantáneo e inofensivo, como hojas que caen, una ráfaga de viento, el sonido de un animal pequeño o el leve olor a zorrillo. El efecto debe caber en un cubo de 5 pies. Instantáneamente enciendes o apagas una vela, una antorcha o una pequeña fogata."",""""";;;;;;;;;;;;
"druida,""PHB'24"",""266"",""Truco"",""Acción"",""Instantáneo"",""Transmutación"",""30 pies"",""V, S"",""Druida (PHB'24)"","""",""Arquero Arcano (XGE) Luchador, Arquero Arcano (XGE) Luchador, Tierra (PHB'14) Druida, Conocimiento (PHB'24) Bardo, Luna (FRHoF) Bardo, Naturaleza (PHB'14) Clérigo, Naturaleza (PHB'14) Clérigo, Gigante (BGG) Bárbaro, Gigante (BGG) Bárbaro, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Al susurrar a los espíritus de la naturaleza, creas uno de los siguientes efectos dentro del alcance.";;;;;;;;;;;;
;;;;;;;;;;;;
Sensor meteorológico. Creas un efecto sensorial diminuto e inofensivo que predice el tiempo que hará en tu ubicación durante las próximas 24 horas. El efecto podría manifestarse como una esfera dorada para cielos despejados, una nube para lluvia, copos de nieve que caen para nieve, etc. Este efecto persiste durante 1 asalto.;;;;;;;;;;;;
;;;;;;;;;;;;
Floración. Instantáneamente haces florecer una flor, abrir una vaina de semilla o florecer un capullo de hoja.;;;;;;;;;;;;
;;;;;;;;;;;;
Efecto sensorial. Creas un efecto sensorial inofensivo, como hojas que caen, hadas danzantes espectrales, una suave brisa, el sonido de un animal o el leve olor a zorrillo. El efecto debe caber en un cubo de 5 pies.;;;;;;;;;;;;
;;;;;;;;;;;;
"Juego de fuego. Enciendes o apagas una vela, una antorcha o una fogata."",""""";;;;;;;;;;;;
"Diablo de polvo,""XGE"",""154"",""2do"",""Acción"",""Concentración, hasta 1 minuto."",""Conjuración"",""60 pies"",""V, S, M (una pizca de polvo)"","""",""Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Elija un cubo de aire desocupado de 5 pies que pueda ver dentro del alcance. Una fuerza elemental que se asemeja a un remolino de polvo aparece en el cubo y dura mientras dura el hechizo.";;;;;;;;;;;;
;;;;;;;;;;;;
Cualquier criatura que termine su turno a menos de 5 pies del remolino de polvo debe realizar una tirada de salvación de Fuerza. Si falla la salvación, la criatura sufre 1d8 de daño contundente y es empujada a 10 pies de distancia del remolino de polvo. Con una salvación exitosa, la criatura recibe la mitad de daño y no es empujada.;;;;;;;;;;;;
;;;;;;;;;;;;
"Como acción adicional, puedes mover el remolino de polvo hasta 30 pies en cualquier dirección. Si el remolino de polvo se mueve sobre arena, polvo, tierra suelta o grava liviana, aspira el material y forma una nube de escombros de 10 pies de radio a su alrededor que dura hasta el comienzo de su siguiente turno. La nube oscurece mucho su área."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 3er nivel o superior, el daño aumenta en 1d8 por cada nivel de espacio por encima del 2do.""";;;;;;;;;;;;
"Temblor de tierra,""XGE"",""155"",""1er"",""Acción"",""Instantáneo"",""Evocación"",""10 pies"",""V, S"","""",""Bardo (PHB'14), Bardo (PHB'24), Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Evocador (PHB'24) Mago"",""Provocas un temblor en el suelo dentro del alcance. Cada criatura que no seas tú en esa área debe realizar una tirada de salvación de Destreza. Si falla la salvación, la criatura sufre 1d6 daños contundentes y queda derribada. Si el terreno en esa área es tierra suelta o piedra, se convierte en terreno difícil hasta que se limpia, y cada porción de 5 pies de diámetro requiere al menos 1 minuto para limpiarse a mano."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 2º nivel o superior, el daño aumenta en 1d6 por cada nivel de espacio por encima del 1º.""";;;;;;;;;;;;
"vínculo terrestre,""XGE"",""154"",""2do"",""Acción"",""Concentración, hasta 1 minuto."",""Transmutación"",""300 pies"",""V"","""",""Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Elige una criatura que puedas ver dentro del alcance. Tiras amarillas de energía mágica rodean a la criatura. El objetivo debe superar una tirada de salvación de Fuerza, o su velocidad de vuelo (si la hay) se reduce a 0 pies durante la duración del hechizo. Una criatura en el aire afectada por este hechizo desciende con seguridad a 60 pies por asalto hasta que llega al suelo o el hechizo termina."",""""";;;;;;;;;;;;
"Terremoto,""PHB'14"",""236"",""octavo"",""Acción"",""Concentración, hasta 1 minuto."",""Evocación"",""500 pies"",""V, S, M (una pizca de tierra, un trozo de roca y un trozo de arcilla)"",""Clérigo (PHB'14), Druida (PHB'14), Hechicero (PHB'14)"","""",""Hechicero del Alma Divina (XGE), Hechicero del Alma Divina (XGE)"",""Creas una perturbación sísmica en un punto del suelo que puedes ver dentro del alcance. Mientras dura, un intenso temblor atraviesa el suelo en un círculo de 100 pies de radio centrado en ese punto y sacude a las criaturas y estructuras en contacto con el suelo en esa área.";;;;;;;;;;;;
;;;;;;;;;;;;
El terreno de la zona se vuelve terreno difícil. Cada criatura en el suelo que esté concentrada debe realizar una tirada de salvación de Constitución. Si falla la salvación, la concentración de la criatura se rompe.;;;;;;;;;;;;
;;;;;;;;;;;;
Cuando lanzas este hechizo y al final de cada turno que pasas concentrándote en él, cada criatura en el suelo en el área debe realizar una tirada de salvación de Destreza. Si falla la salvación, la criatura queda tumbada.;;;;;;;;;;;;
;;;;;;;;;;;;
Este hechizo puede tener efectos adicionales dependiendo del terreno del área, según lo determine el DM.;;;;;;;;;;;;
;;;;;;;;;;;;
Fisuras. Se abren fisuras en toda el área del hechizo al comienzo de tu siguiente turno después de lanzar el hechizo. Un total de 1d6 de estas fisuras se abren en lugares elegidos por el DM. Cada uno tiene 1d10 × 10 pies de profundidad, 10 pies de ancho y se extiende desde un borde del área del hechizo hasta el lado opuesto. Una criatura parada en un lugar donde se abre una fisura debe superar una tirada de salvación de Destreza o caerá. Una criatura que salva con éxito se mueve con el borde de la fisura a medida que se abre.;;;;;;;;;;;;
;;;;;;;;;;;;
Una fisura que se abre debajo de una estructura hace que ésta colapse automáticamente (ver más abajo).;;;;;;;;;;;;
;;;;;;;;;;;;
"Estructuras. El temblor causa 50 de daño contundente a cualquier estructura en contacto con el suelo en el área cuando lanzas el hechizo y al comienzo de cada uno de tus turnos hasta que finaliza el hechizo. Si una estructura cae a 0 puntos de vida, colapsa y potencialmente daña a las criaturas cercanas. Una criatura que se encuentre a la mitad de la distancia de la altura de una estructura debe realizar una tirada de salvación de Destreza. En una salvación fallida, la criatura sufre 5d6 de daño contundente, queda derribada y enterrada entre los escombros, lo que requiere una prueba de Fuerza (Atletismo) CD 20 como acción para escapar. El DM puede ajustar la CC hacia arriba o hacia abajo, dependiendo de la naturaleza de los escombros. Con una salvación exitosa, la criatura sufre la mitad de daño y no cae boca abajo ni queda enterrada."",""""";;;;;;;;;;;;
"Terremoto,""PHB'24"",""267"",""octavo"",""Acción"",""Concentración, hasta 1 minuto."",""Transmutación"",""500 pies"",""V, S, M (una roca fracturada)"",""Clérigo (PHB'24), Druida (PHB'24), Hechicero (PHB'24)"","""",""Hechicero del Alma Divina (XGE), Hechicero del Alma Divina (XGE)"",""Elija un punto en el suelo que pueda ver dentro del alcance. Mientras dura, un intenso temblor atraviesa el suelo en un círculo de 100 pies de radio centrado en ese punto. El terreno allí es terreno difícil.";;;;;;;;;;;;
;;;;;;;;;;;;
Cuando lanzas este hechizo y al final de cada uno de tus turnos mientras dure, cada criatura en el suelo en el área realiza una tirada de salvación de Destreza. En una salvación fallida, una criatura tiene la condición Tendido y su Concentración se rompe.;;;;;;;;;;;;
;;;;;;;;;;;;
También puedes provocar los efectos siguientes.;;;;;;;;;;;;
;;;;;;;;;;;;
Fisuras. Se abren un total de 1d6 fisuras en el área del hechizo al final del turno en que lo lanzas. Tú eliges la ubicación de las fisuras, que no pueden estar debajo de estructuras. Cada fisura tiene 1d10 × 10 pies de profundidad y 10 pies de ancho, y se extiende desde un borde del área del hechizo hasta otro borde. Una criatura en el mismo espacio que una fisura debe tener éxito en una tirada de salvación de Destreza o caer. Una criatura que salva con éxito se mueve con el borde de la fisura a medida que se abre.;;;;;;;;;;;;
;;;;;;;;;;;;
Estructuras. El temblor causa 50 de daño contundente a cualquier estructura en contacto con el suelo en el área cuando lanzas el hechizo y al final de cada uno de tus turnos hasta que finaliza el hechizo. Si una estructura cae a 0 puntos de vida, colapsa.;;;;;;;;;;;;
;;;;;;;;;;;;
"Una criatura que se encuentre a una distancia de una estructura que se derrumba igual a la mitad de la altura de la estructura realiza una tirada de salvación de Destreza. En una salvación fallida, la criatura sufre 12d6 de daño contundente, tiene la condición de tendido y queda enterrada entre los escombros, lo que requiere una prueba de Fuerza (Atletismo) CD 20 como acción para escapar. Con una salvación exitosa, la criatura sufre sólo la mitad del daño."",""""";;;;;;;;;;;;
"Explosión sobrenatural,""PHB'14"",""237"",""Truco"",""Acción"",""Instantáneo"",""Evocación"",""120 pies"",""V, S"",""Brujo (PHB'14)"","""","""",""Un rayo de energía crepitante se dirige hacia una criatura dentro del alcance. Realiza un ataque con hechizo a distancia contra el objetivo. Con un impacto, el objetivo sufre 1d10 de daño de fuerza.";;;;;;;;;;;;
;;;;;;;;;;;;
"El hechizo crea más de un rayo cuando alcanzas niveles más altos: dos rayos en el nivel 5, tres rayos en el nivel 11 y cuatro rayos en el nivel 17. Puedes dirigir los rayos al mismo objetivo o a diferentes. Haz una tirada de ataque separada para cada rayo."",""""";;;;;;;;;;;;
"Explosión sobrenatural,""PHB'24"",""267"",""Truco"",""Acción"",""Instantáneo"",""Evocación"",""120 pies"",""V, S"",""Brujo (PHB'24)"","""","""",""Lanzas un rayo de energía crepitante. Realiza un ataque con hechizo a distancia contra una criatura u objeto dentro del alcance. Con un impacto, el objetivo sufre 1d10 de daño de Fuerza."",""Actualización de Cantrip. El hechizo crea dos rayos en el nivel 5, tres rayos en el nivel 11 y cuatro rayos en el nivel 17. Puedes dirigir los rayos al mismo objetivo o a diferentes. Haz una tirada de ataque separada para cada rayo.""";;;;;;;;;;;;
"Perdición elemental,""XGE"",""155"",""4to"",""Acción"",""Concentración, hasta 1 minuto."",""Transmutación"",""90 pies"",""V, S"","""",""Artificiero (TCE), Artificiero (EFA), Druida (PHB'14), Druida (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Arcane Trickster (PHB'14) Pícaro, Arcane Trickster (PHB'24) Pícaro, Eldritch Knight (PHB'14) Luchador, Eldritch Knight (PHB'24) Luchador"",""Elige una criatura que puedas ver dentro del alcance y elige uno de los siguientes tipos de daño: ácido, frío, fuego, relámpago o trueno. El objetivo debe superar una tirada de salvación de Constitución o verse afectado por el hechizo mientras dure. La primera vez que cada turno el objetivo afectado recibe daño del tipo elegido, el objetivo recibe 2d6 daños adicionales de ese tipo. Además, el objetivo pierde cualquier resistencia a ese tipo de daño hasta que finaliza el hechizo."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 5º nivel o superior, puedes apuntar a una criatura adicional por cada nivel de espacio por encima del 4º. Las criaturas deben estar a 30 pies de distancia entre sí cuando las apuntes.""";;;;;;;;;;;;
"Arma elemental,""PHB'14"",""237"",""3er"",""Acción"",""Concentración, hasta 1 hora."",""Transmutación"",""Tocar"",""V, S"",""Artificiero (TCE), Paladín (PHB'14)"",""Druida (PHB'14), Guardabosques (PHB'14)"",""Lore (PHB'24) Bardo, Clérigo de Forge (XGE), Clérigo de Forge (XGE), Brujo Hexblade (XGE), Brujo Hexblade (XGE)"",""Un arma no mágica que tocas se convierte en un arma mágica. Elija uno de los siguientes tipos de daño: ácido, frío, fuego, relámpagos o truenos. Mientras dura, el arma tiene una bonificación de +1 a las tiradas de ataque e inflige 1d4 de daño adicional del tipo elegido cuando golpea."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de nivel 5 o 6, la bonificación a las tiradas de ataque aumenta a +2 y el daño adicional aumenta a 2d4. Cuando usas un espacio de hechizo de nivel 7 o superior, la bonificación aumenta a +3 y el daño adicional aumenta a 3d4.""";;;;;;;;;;;;
"Arma elemental,""PHB'24"",""267"",""3er"",""Acción"",""Concentración, hasta 1 hora."",""Transmutación"",""Tocar"",""V, S"",""Artificiero (EFA), Druida (PHB'24), Paladín (PHB'24), Guardabosques (PHB'24)"","""",""Lore (PHB'24) Bardo, Clérigo de Forge (XGE), Clérigo de Forge (XGE), Brujo Hexblade (XGE), Brujo Hexblade (XGE)"",""Un arma no mágica que tocas se convierte en un arma mágica. Elija uno de los siguientes tipos de daño: Ácido, Frío, Fuego, Rayo o Trueno. Mientras dura, el arma tiene una bonificación de +1 a las tiradas de ataque e inflige 1d4 de daño adicional del tipo elegido cuando golpea."",""Usando un espacio para hechizos de nivel superior. Si usas un espacio para hechizos de nivel 5-6, la bonificación a las tiradas de ataque aumenta a +2 y el daño adicional aumenta a 2d4. Si usas un espacio para hechizos de nivel 7+, la bonificación aumenta a +3 y el daño adicional aumenta a 3d4.""";;;;;;;;;;;;
"Elementalismo,""PHB'24"",""267"",""Truco"",""Acción"",""Instantáneo"",""Transmutación"",""30 pies"",""V, S"",""Artificiero (EFA), Druida (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Arcanos (SCAG) Clérigo, Arcanos (SCAG) Clérigo, Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Tierra (PHB'14) Druida, Lore (PHB'24) Bardo, Luna (FRHoF) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Naturaleza (PHB'14) Clérigo, Naturaleza (PHB'14) Clérigo, Genios Nobles (FRHoF) Paladín, Elementos (PHB'24) Monje, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Ejerces control sobre los elementos, creando uno de los siguientes efectos dentro del alcance.";;;;;;;;;;;;
;;;;;;;;;;;;
Llama al aire. Creas una brisa lo suficientemente fuerte como para ondear telas, remover polvo, hacer crujir hojas y cerrar puertas y contraventanas abiertas, todo en un cubo de 5 pies. Las puertas y contraventanas que alguien o algo mantiene abiertas no se ven afectadas.;;;;;;;;;;;;
;;;;;;;;;;;;
Llama a la Tierra. Creas una fina capa de polvo o arena que cubre las superficies en un área de 5 pies cuadrados, o haces que una sola palabra aparezca en tu letra en un parche de tierra o arena.;;;;;;;;;;;;
;;;;;;;;;;;;
Llama al fuego. Creas una fina nube de brasas inofensivas y humo perfumado y coloreado en un cubo de 5 pies. Tú eliges el color y el aroma, y ​​con las brasas puedes encender velas, antorchas o lámparas en esa zona. El olor del humo persiste durante 1 minuto.;;;;;;;;;;;;
;;;;;;;;;;;;
Llama agua. Creas un rocío de niebla fría que humedece ligeramente a las criaturas y objetos en un cubo de 5 pies. Alternativamente, crea 1 taza de agua limpia en un recipiente abierto o sobre una superficie, y el agua se evapora en 1 minuto.;;;;;;;;;;;;
;;;;;;;;;;;;
"Elemento esculpido. Haces que la tierra, la arena, el fuego, el humo, la niebla o el agua que caben en un cubo de 1 pie adopten una forma tosca (como la de una criatura) durante 1 hora."",""""";;;;;;;;;;;;
"Las esferas refulgentes de Elminster,""FRHoF"",""144"",""6to"",""Acción"",""1 hora"",""Evocación"",""Ser"",""V, S, M (un ópalo valorado en 1000 GP+)"",""Druida (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Clérigo Arcano (SCAG), Clérigo Arcano (SCAG), Mago Evocador (PHB'24)"",""Seis esferas cromáticas te orbitan mientras dura.";;;;;;;;;;;;
;;;;;;;;;;;;
Mientras las esferas estén presentes, puedes gastarlas para crear los siguientes efectos:;;;;;;;;;;;;
;;;;;;;;;;;;
Absorber energía. Cuando recibes daño de Ácido, Frío, Fuego, Rayo o Trueno, puedes tomar una Reacción para gastar una esfera y darte Resistencia al tipo de daño desencadenante hasta el comienzo de tu siguiente turno.;;;;;;;;;;;;
;;;;;;;;;;;;
Explosión de energía. Como acción adicional, envías una esfera a toda velocidad hacia un objetivo a 120 pies de ti. Realiza un ataque con hechizo a distancia. Con un impacto, el objetivo sufre 3d6 daños por ácido, frío, fuego, relámpagos o truenos (tú eliges). Independientemente de si golpeas, la esfera se gasta.;;;;;;;;;;;;
;;;;;;;;;;;;
"El hechizo termina antes si no te quedan más esferas."",""Usando un espacio para hechizos de nivel superior. El número de esferas aumenta en 1 por cada nivel de espacio de hechizo superior a 6.""";;;;;;;;;;;;
"La elusión de Elminster,""FRHoF"",""144"",""2do"",""Prima"",""Concentración, hasta 10 minutos."",""Abjuración"",""Ser"",""V, S"",""Mago (PHB'24)"","""",""Abjurador (PHB'24) Mago, Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Los resguardos arcanos te protegen contra la magia mientras dure. Tienes ventaja en las tiradas de salvación contra hechizos y efectos mágicos. Además, si tienes éxito en una tirada de salvación contra un hechizo o efecto mágico y normalmente recibirías la mitad del daño, no recibirás daño."",""""";;;;;;;;;;;;
"Codificar pensamientos,""GGR"",""47"",""Truco"",""Acción"",""8 horas"",""Encantamiento"",""Ser"",""S"","""","""","""",""Poniendo un dedo en tu cabeza, extraes un recuerdo, una idea o un mensaje de tu mente y lo transformas en una cadena tangible de energía brillante llamada hebra de pensamiento, que persiste mientras dura o hasta que vuelves a lanzar este hechizo. La hebra de pensamiento aparece en un espacio desocupado a 5 pies de ti como un objeto diminuto, ingrávido y semisólido que puede sostenerse y transportarse como una cinta. Por lo demás, es estacionario.";;;;;;;;;;;;
;;;;;;;;;;;;
Si lanzas este hechizo mientras te concentras en un hechizo o una habilidad que te permite leer o manipular los pensamientos de otros (como detectar pensamientos o modificar la memoria), puedes transformar los pensamientos o recuerdos que lees, en lugar de los tuyos propios, en una hebra de pensamiento.;;;;;;;;;;;;
;;;;;;;;;;;;
"Lanzar este hechizo mientras sostienes una hebra de pensamiento te permite recibir instantáneamente cualquier recuerdo, idea o mensaje que contenga la hebra de pensamiento. (Emitir pensamientos de detección en la hebra tiene el mismo efecto)."",""""";;;;;;;;;;;;
"Los enemigos abundan,""XGE"",""155"",""3er"",""Acción"",""Concentración, hasta 1 minuto."",""Encantamiento"",""120 pies"",""V, S"","""",""Bardo (PHB'14), Bardo (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Llegas a la mente de una criatura que puedes ver y la obligas a realizar una tirada de salvación de Inteligencia. Una criatura tiene éxito automáticamente si es inmune al miedo. En una salvación fallida, el objetivo pierde la capacidad de distinguir entre amigos y enemigos, considerando todas las criaturas que puede ver como enemigas hasta que finaliza el hechizo. Cada vez que el objetivo recibe daño, puede repetir la tirada de salvación, finalizando el efecto sobre sí mismo si tiene éxito.";;;;;;;;;;;;
;;;;;;;;;;;;
"Siempre que la criatura afectada elige a otra criatura como objetivo, debe elegir el objetivo al azar entre las criaturas que puede ver dentro del alcance del ataque, hechizo u otra habilidad que está usando. Si un enemigo provoca un ataque de oportunidad de la criatura afectada, la criatura debe realizar ese ataque si puede hacerlo."",""""";;;;;;;;;;;;
"Enervación,""XGE"",""155"",""5to"",""Acción"",""Concentración, hasta 1 minuto."",""Nigromancia"",""60 pies"",""V, S"","""",""Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"","""",""Un zarcillo de oscuridad como la tinta se extiende desde ti y toca a una criatura que puedes ver dentro del alcance para drenarle la vida. El objetivo debe realizar una tirada de salvación de Destreza. Con una salvación exitosa, el objetivo sufre 2d8 de daño necrótico y el hechizo termina. En una salvación fallida, el objetivo sufre 4d8 de daño necrótico y, hasta que finalice el hechizo, puedes usar tu acción en cada uno de tus turnos para infligir automáticamente 4d8 de daño necrótico al objetivo. El hechizo termina si usas tu acción para hacer cualquier otra cosa, si el objetivo está alguna vez fuera del alcance del hechizo o si el objetivo tiene cobertura total frente a ti.";;;;;;;;;;;;
;;;;;;;;;;;;
"Siempre que el hechizo inflige daño a un objetivo, recuperas puntos de golpe equivalentes a la mitad de la cantidad de daño necrótico que sufre el objetivo."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 6º nivel o superior, el daño aumenta en 1d8 por cada nivel de espacio por encima del 5º.""";;;;;;;;;;;;
"Mejorar la capacidad,""PHB'14"",""237"",""2do"",""Acción"",""Concentración, hasta 1 hora."",""Transmutación"",""Tocar"",""V, S, M (piel o pluma de una bestia)"",""Artificiero (TCE), Bardo (PHB'14), Clérigo (PHB'14), Druida (PHB'14), Hechicero (PHB'14)"",""Guardabosques (PHB'14), Mago (PHB'14)"",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Gloria (TCE) Paladín, Fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) clérigo"",""Tocas una criatura y le otorgas una mejora mágica. Elija uno de los siguientes efectos"; el objetivo gana ese efecto hasta que finaliza el hechizo.;;;;;;;;;;;
;;;;;;;;;;;;
La resistencia del oso. El objetivo tiene ventaja en las pruebas de Constitución. También gana 2d6 puntos de vida temporales, que se pierden cuando finaliza el hechizo.;;;;;;;;;;;;
;;;;;;;;;;;;
Fuerza del toro. El objetivo tiene ventaja en las pruebas de Fuerza y ​​su capacidad de carga se duplica.;;;;;;;;;;;;
;;;;;;;;;;;;
La gracia del gato. El objetivo tiene ventaja en las pruebas de Destreza. Tampoco sufre daño por caer desde 20 pies o menos si no está incapacitado.;;;;;;;;;;;;
;;;;;;;;;;;;
El esplendor del águila. El objetivo tiene ventaja en las pruebas de Carisma.;;;;;;;;;;;;
;;;;;;;;;;;;
La astucia del zorro. El objetivo tiene ventaja en las pruebas de Inteligencia.;;;;;;;;;;;;
;;;;;;;;;;;;
"La sabiduría del búho. El objetivo tiene ventaja en las pruebas de Sabiduría."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de nivel 3 o superior, puedes apuntar a una criatura adicional por cada nivel de espacio por encima del 2.""";;;;;;;;;;;;
"Mejorar la capacidad,""PHB'24"",""268"",""2do"",""Acción"",""Concentración, hasta 1 hora."",""Transmutación"",""Tocar"",""V, S, M (piel o pluma)"",""Artificiero (EFA), Bardo (PHB'24), Clérigo (PHB'24), Druida (PHB'24), Guardabosques (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Conocimiento (PHB'24) Bardo, Alma divina (XGE) Hechicero, Alma divina (XGE) Hechicero, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, gloria (PHB'24) Paladín, gloria (TCE) Paladín, fuerza (PSA) (PSA) Clérigo, Fuerza (PSA) (PSA) Clérigo"",""Tocas una criatura y eliges Fuerza, Destreza, Inteligencia, Sabiduría o Carisma. Mientras dura, el objetivo tiene Ventaja en las pruebas de habilidad usando la habilidad elegida."",""Usando un espacio para hechizos de nivel superior. Puedes apuntar a una criatura adicional por cada nivel de espacio de hechizo superior a 2. Puedes elegir una habilidad diferente para cada objetivo.""";;;;;;;;;;;;
"Ampliar/Reducir,""PHB'14"",""237"",""2do"",""Acción"",""Concentración, hasta 1 minuto."",""Transmutación"",""30 pies"",""V, S, M (una pizca de hierro en polvo)"",""Artificiero (TCE), Hechicero (PHB'14), Mago (PHB'14)"",""Bardo (PHB'14), Druida (PHB'14)"",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Haces que una criatura o un objeto que puedes ver dentro del alcance crezca o se haga más pequeño mientras dura el efecto. Elige una criatura o un objeto que no esté ni usado ni transportado. Si el objetivo no está dispuesto, puede realizar una tirada de salvación de Constitución. Si tiene éxito, el hechizo no tiene efecto.";;;;;;;;;;;;
;;;;;;;;;;;;
Si el objetivo es una criatura, todo lo que lleva puesto cambia de tamaño con él. Cualquier objeto que deje caer una criatura afectada vuelve a su tamaño normal de inmediato.;;;;;;;;;;;;
;;;;;;;;;;;;
Agrandar. El tamaño del objetivo se duplica en todas las dimensiones y su peso se multiplica por ocho. Este crecimiento aumenta su tamaño en una categoría: de Mediano a Grande, por ejemplo. Si no hay suficiente espacio para que el objetivo duplique su tamaño, la criatura u objeto alcanza el tamaño máximo posible en el espacio disponible. Hasta que finalice el hechizo, el objetivo también tiene ventaja en las pruebas de Fuerza y ​​en las tiradas de salvación de Fuerza. Las armas del objetivo también crecen para adaptarse a su nuevo tamaño. Mientras estas armas están ampliadas, los ataques del objetivo con ellas causan 1d4 de daño adicional.;;;;;;;;;;;;
;;;;;;;;;;;;
